DATE;HOUR;COAL;FUEL_GAS;SELF_PRODUCER;NUCLEAR;HYDRO;COMBINED_CYCLE;WIND;THERMAL_SOLAR;PHOTOVOLTAIC_SOLAR;RESIDUALS;IMPORT;IMPORT_WITHOUT_MIBEL
04/01/2019;1;3924.1;;;6532.9;2153.4;1286.0;4668.8;20.0;7.1;5149.1;;3205.7
04/01/2019;2;3665.3;;;6548.3;1346.8;1200.0;4698.8;32.0;7.1;5116.0;;2400.0
04/01/2019;3;2698.1;;;6603.1;1133.3;1065.0;4499.5;15.0;7.1;5086.3;;2400.0
04/01/2019;4;2323.0;;;6663.1;1236.0;969.0;4285.9;;7.1;5076.9;;2400.0
04/01/2019;5;2171.7;;;6723.1;1267.8;969.0;4173.6;;7.1;5077.1;;2400.0
04/01/2019;6;2478.0;;;6783.0;1260.3;1065.0;4103.2;;7.1;5080.9;;2448.8
04/01/2019;7;3397.0;;;6825.6;1391.1;1612.9;4026.5;;14.1;5116.4;;2716.4
04/01/2019;8;3697.0;;;6855.6;3594.8;3079.0;4031.6;;16.6;5192.8;;2224.1
04/01/2019;9;3827.1;;;6885.6;5374.0;5579.0;4051.3;;108.5;5264.0;;1675.0
04/01/2019;10;3850.1;;;6915.6;6298.2;5941.0;3790.5;27.0;753.9;5291.6;;1971.8
04/01/2019;11;3850.1;;;6945.6;6650.4;5941.0;3426.3;71.7;1673.9;5281.9;;1808.6
04/01/2019;12;3850.1;;;6975.6;6249.3;5941.0;3000.8;386.4;2308.1;5322.1;;1223.3
04/01/2019;13;3850.1;;;7005.2;5760.2;6011.0;2734.0;817.5;2668.5;5314.4;;936.6
04/01/2019;14;3850.1;;;7035.1;4947.1;6109.0;2522.8;901.2;2820.8;5301.0;;477.9
04/01/2019;15;3850.1;;;7065.1;4614.1;6017.2;2440.0;989.6;2710.9;5302.0;;36.1
04/01/2019;16;3850.1;;;7081.1;3514.8;5897.2;2513.1;1192.7;2243.5;5270.6;;0.0
04/01/2019;17;3850.1;;;7081.1;3594.4;5722.2;2700.1;1327.3;1439.3;5267.0;;0.0
04/01/2019;18;3850.1;;;7081.1;5161.4;5772.2;2985.5;879.6;475.1;5329.0;;808.9
04/01/2019;19;3850.1;;;7081.1;6948.7;5941.0;3180.8;136.5;155.4;5368.3;;1257.0
04/01/2019;20;3850.1;;;7081.1;7312.9;5941.0;3392.1;21.0;185.7;5386.5;;1453.5
04/01/2019;21;3850.1;;;7081.1;6500.8;5891.0;3349.6;22.0;109.7;5384.7;;845.9
04/01/2019;22;3850.1;;;7081.1;4267.5;5602.2;3309.5;16.0;14.3;5360.6;;3277.3
04/01/2019;23;3850.1;;;7081.1;3850.1;5641.1;3409.8;22.0;46.2;5356.4;;2043.2
04/01/2019;24;3850.1;;;7086.7;2959.1;3376.0;3468.2;22.0;14.3;5282.7;;2666.8
01/01/2019;1;1239.0;;;6059.2;3087.2;675.0;4602.4;5.0;7.1;4408.0;;2524.3
01/01/2019;2;1058.0;;;6059.2;2851.7;599.0;4459.6;5.0;7.1;4412.4;;2400.0
01/01/2019;3;987.0;;;6059.2;2193.2;425.0;4326.8;15.0;7.1;4434.4;;2400.0
01/01/2019;4;807.0;;;6059.2;1511.3;404.0;4213.9;15.0;7.1;4440.8;;2400.0
01/01/2019;5;807.0;;;6059.2;1407.4;389.0;4059.7;5.0;7.1;4408.4;;2400.0
01/01/2019;6;807.0;;;6059.2;1603.0;389.0;3921.6;;7.1;4400.5;;2400.0
01/01/2019;7;807.0;;;6059.2;1597.9;434.0;3902.3;5.0;14.1;4406.2;;2400.0
01/01/2019;8;807.0;;;6059.2;1637.3;519.0;3882.7;30.0;34.0;4447.4;;2400.0
01/01/2019;9;807.0;;;6059.2;1710.7;519.0;3836.0;30.0;153.4;4476.2;;2400.0
01/01/2019;10;837.0;;;6059.2;1762.4;669.0;3405.5;76.7;853.8;4481.7;;2400.0
01/01/2019;11;1017.0;;;6059.2;1853.2;979.0;3081.0;196.6;1863.6;4478.6;;2655.6
01/01/2019;12;1197.0;;;6059.2;1982.7;1059.0;2708.9;640.4;2657.0;4545.9;;2400.0
01/01/2019;13;1315.1;;;6059.2;2209.0;1234.7;2398.2;953.4;2996.5;4550.6;;2400.0
01/01/2019;14;1315.1;;;6059.2;2438.6;1239.0;2226.8;984.5;3058.9;4548.4;;2400.0
01/01/2019;15;1315.1;;;6059.2;2382.5;1239.0;2285.8;1044.9;2896.3;4543.0;;2400.0
01/01/2019;16;1315.1;;;6059.2;2187.1;979.0;2370.9;1212.2;2447.2;4541.3;;2400.0
01/01/2019;17;1315.1;;;6059.2;2224.0;979.0;2508.4;1301.4;1570.0;4536.2;;2400.0
01/01/2019;18;1315.1;;;6059.2;2892.8;1108.0;3003.4;840.8;534.9;4575.7;;2537.3
01/01/2019;19;1315.1;;;6059.2;3742.9;1239.0;3635.3;225.9;160.0;4607.7;;3896.1
01/01/2019;20;1315.1;;;6059.2;4029.8;1239.0;4256.7;99.8;149.2;4611.3;;4154.9
01/01/2019;21;1315.1;;;6059.2;4175.3;1239.0;4921.9;59.9;133.9;4626.6;;4446.6
01/01/2019;22;1315.1;;;6059.2;4332.4;1239.0;5615.5;59.9;133.7;4640.0;;3717.2
01/01/2019;23;1315.1;;;6059.2;3627.2;1239.0;6193.1;60.9;133.9;4672.9;;3250.5
01/01/2019;24;1315.1;;;6059.2;2674.0;1213.8;6743.4;72.1;134.0;4682.0;;2400.0
03/01/2019;1;2892.1;;;6133.5;1594.9;405.0;6747.3;20.0;7.1;5132.8;;2762.5
03/01/2019;2;2119.9;;;6137.9;1466.5;335.0;6291.0;11.0;7.1;5090.2;;2400.0
03/01/2019;3;1815.1;;;6186.5;1424.2;335.0;5936.9;2.0;7.1;5080.7;;2400.0
03/01/2019;4;1455.1;;;6232.5;1469.5;335.0;5671.3;;7.1;5075.4;;2400.0
03/01/2019;5;1325.0;;;6235.5;1479.5;345.0;5571.6;;7.1;5073.7;;2400.0
03/01/2019;6;1455.1;;;6249.5;1465.2;355.0;5584.5;;7.1;5079.1;;2400.0
03/01/2019;7;1945.1;;;6288.1;1467.9;884.0;5711.8;;14.1;5096.3;;3072.9
03/01/2019;8;2825.1;;;6307.5;2259.9;1684.0;6136.7;;16.7;5240.9;;3047.3
03/01/2019;9;2935.1;;;6365.5;3015.8;3379.0;6032.6;;117.6;5335.3;;3000.0
03/01/2019;10;3060.1;;;6398.4;4248.7;4341.0;5671.9;22.3;816.6;5350.6;;3222.9
03/01/2019;11;3165.1;;;6425.6;4307.8;4341.0;5143.0;114.2;1685.6;5346.6;;2868.9
03/01/2019;12;3260.1;;;6485.5;3167.8;4326.0;4613.9;532.3;2276.3;5408.3;;2246.8
03/01/2019;13;3300.1;;;6534.7;3011.1;4351.0;4110.6;980.2;2529.1;5391.9;;2126.7
03/01/2019;14;3300.1;;;6550.3;2933.0;4331.0;3726.3;1022.4;2602.0;5393.5;;2717.0
03/01/2019;15;3300.1;;;6605.5;2831.6;4696.0;3554.9;1069.0;2458.6;5401.2;;1772.2
03/01/2019;16;3300.1;;;6665.5;3149.8;4696.0;3553.5;1257.7;2028.1;5410.1;;548.0
03/01/2019;17;3300.1;;;6725.5;3970.3;4736.0;3596.3;1338.9;1313.2;5422.7;;1219.9
03/01/2019;18;3300.1;;;6785.4;4945.1;4561.0;3698.4;840.3;475.1;5418.9;;2112.7
03/01/2019;19;3300.1;;;6827.5;6711.2;4391.0;3882.9;159.7;185.4;5438.5;;2951.0
03/01/2019;20;3300.1;;;6857.5;6488.3;4391.0;4063.4;36.0;110.3;5432.5;;2437.5
03/01/2019;21;3300.1;;;6887.5;4657.0;4391.0;4159.0;31.0;14.3;5421.1;;4464.6
03/01/2019;22;3300.1;;;6917.5;3962.1;4351.0;4140.8;26.0;46.3;5424.1;;4939.1
03/01/2019;23;3300.1;;;6947.5;2983.1;4269.3;4120.4;26.0;14.3;5411.7;;4496.3
03/01/2019;24;3300.1;;;6977.5;2360.6;3166.0;4008.6;31.0;14.3;5366.3;;3313.3
05/01/2019;1;3201.0;;;6435.0;4494.0;662.0;3398.6;24.0;7.1;5067.0;;3402.6
05/01/2019;2;3105.0;;;6435.0;3654.4;662.0;3379.1;26.0;7.1;5006.5;;2355.1
05/01/2019;3;2955.0;;;6435.0;2403.0;627.6;3443.6;17.0;7.1;4981.0;;2113.9
05/01/2019;4;2912.6;;;6435.0;1616.8;556.0;3615.4;8.0;7.1;4943.6;;2050.0
05/01/2019;5;2852.8;;;6435.0;1178.7;556.0;3925.1;8.0;7.1;4813.5;;2050.0
05/01/2019;6;2775.4;;;6435.0;947.4;506.0;4319.6;6.0;7.1;4804.2;;2050.0
05/01/2019;7;2549.9;;;6435.0;951.0;656.0;4819.6;8.0;14.1;4818.5;;2050.0
05/01/2019;8;2829.8;;;6435.0;1063.0;940.0;5275.0;12.0;16.6;4853.8;;2277.3
05/01/2019;9;2601.0;;;6435.0;1110.4;1330.0;5470.7;10.0;133.6;4866.1;;3194.7
05/01/2019;10;3014.8;;;6435.0;2126.1;1766.0;5573.6;32.4;868.5;5013.2;;2025.0
05/01/2019;11;3045.0;;;6433.0;4253.0;1946.0;5348.6;176.3;1887.2;5019.8;;1533.5
05/01/2019;12;3045.0;;;6432.0;3513.4;1896.0;4992.8;643.2;2594.6;5065.9;;1129.8
05/01/2019;13;3045.0;;;6431.1;2820.7;1896.0;4631.8;934.3;2964.0;5074.1;;1050.4
05/01/2019;14;2989.0;;;6432.0;2103.0;1650.0;4562.6;967.0;2999.5;4873.7;;2674.9
05/01/2019;15;2876.2;;;6431.0;1929.8;1610.0;4777.4;1143.8;2853.1;4887.2;;2530.4
05/01/2019;16;2524.0;;;6430.1;1746.4;1610.0;5180.8;1366.6;2406.6;4873.2;;2416.6
05/01/2019;17;2459.1;;;6429.1;1750.4;1610.0;5791.2;1506.1;1522.0;4868.5;;1935.2
05/01/2019;18;3037.8;;;6431.1;2465.8;1896.0;6734.3;1003.7;458.4;5059.6;;944.0
05/01/2019;19;3045.0;;;6433.0;4615.1;1896.0;7481.6;212.2;63.0;5073.9;;926.2
05/01/2019;20;3045.0;;;6434.0;4527.8;1896.0;8067.6;44.0;14.6;5081.1;;565.2
05/01/2019;21;3045.0;;;6434.1;3827.1;1896.0;8437.3;44.0;14.6;5091.5;;1387.9
05/01/2019;22;3013.4;;;6435.0;2523.8;1846.0;8594.5;22.0;14.6;4938.0;;3200.0
05/01/2019;23;3025.6;;;6435.0;2373.2;1846.0;8668.5;24.0;14.6;5013.1;;1897.4
05/01/2019;24;2900.6;;;6434.1;1721.6;1370.0;8586.2;20.0;14.6;4896.1;;1630.1
06/01/2019;1;2505.4;;;6499.1;1365.1;506.0;8591.8;34.6;7.1;4934.7;;2300.0
06/01/2019;2;1869.0;;;6530.1;1048.3;454.0;8481.7;25.6;7.1;4841.6;;2050.0
06/01/2019;3;1488.0;;;6561.1;1029.6;154.0;8124.6;14.6;7.1;4836.0;;2050.0
06/01/2019;4;1308.0;;;6592.1;1065.8;154.0;7911.5;14.6;7.1;4827.4;;2050.0
06/01/2019;5;1308.0;;;6623.1;1066.3;154.0;7799.0;14.6;7.1;4830.1;;1608.8
06/01/2019;6;1308.0;;;6655.1;1066.2;154.0;7716.8;14.6;7.1;4826.9;;1832.2
06/01/2019;7;1308.0;;;6686.1;1066.3;154.0;7706.1;14.6;29.7;4859.7;;1961.3
06/01/2019;8;1308.0;;;6718.1;1114.4;154.0;8009.4;14.6;32.2;4835.1;;2050.0
06/01/2019;9;1308.0;;;6751.1;1164.4;154.0;8020.3;14.6;149.5;4879.7;;2050.0
06/01/2019;10;1618.0;;;6783.1;1205.8;254.0;7764.3;17.2;867.9;4881.0;;2050.0
06/01/2019;11;2216.8;;;6814.1;1466.8;404.0;7294.1;150.2;1904.8;4909.2;;2050.0
06/01/2019;12;2253.4;;;6845.1;1655.4;534.0;6659.2;612.1;2632.4;5006.8;;2050.0
06/01/2019;13;2253.4;;;6876.1;1702.4;634.0;6137.6;924.8;2951.4;4988.7;;2050.0
06/01/2019;14;2265.6;;;6908.1;1972.0;904.0;5837.0;997.4;3014.2;4957.0;;2050.0
06/01/2019;15;2253.4;;;6939.1;1753.2;888.0;5776.1;1086.5;2852.8;4949.1;;2050.0
06/01/2019;16;1671.1;;;6969.2;1248.4;764.0;5861.3;1276.9;2414.4;4918.4;;2050.0
06/01/2019;17;1688.0;;;7001.2;1192.1;764.0;6215.5;1384.4;1531.3;4901.4;;2050.0
06/01/2019;18;2412.2;;;7032.2;1422.4;764.0;7013.3;973.1;470.6;4951.2;;523.8
06/01/2019;19;2456.0;;;7064.1;2997.0;904.0;7636.4;222.1;79.9;5089.4;;562.3
06/01/2019;20;2545.0;;;7096.1;3369.5;904.0;8155.4;69.0;29.9;5089.0;;1419.9
06/01/2019;21;2647.8;;;7103.8;2989.2;904.0;8353.1;46.6;14.3;5085.6;;3006.6
06/01/2019;22;2765.0;;;7103.8;3413.6;904.0;8553.1;68.6;46.2;5088.9;;2300.0
06/01/2019;23;2765.0;;;7103.8;3041.7;904.0;8532.6;69.6;46.2;5110.3;;2300.0
06/01/2019;24;2745.6;;;7103.8;1904.1;904.0;8513.0;69.6;14.3;4994.8;;2300.0
02/01/2019;1;919.0;;;6060.2;2169.2;662.0;7044.1;31.8;7.1;4599.8;;2400.0
02/01/2019;2;608.0;;;6060.2;1613.4;496.0;7295.7;16.1;7.1;4595.1;;2400.0
02/01/2019;3;537.0;;;6060.2;1405.0;485.0;7512.3;;7.1;4585.9;;2400.0
02/01/2019;4;357.0;;;6060.2;1399.6;335.0;7849.3;;7.1;4596.6;;2400.0
02/01/2019;5;357.0;;;6060.2;1398.2;415.0;8246.0;;7.1;4592.6;;2400.0
02/01/2019;6;357.0;;;6060.2;1391.9;455.0;8780.7;;7.1;4685.2;;2400.0
02/01/2019;7;357.0;;;6060.2;1566.2;455.0;9360.4;;14.1;4744.5;;1608.8
02/01/2019;8;707.0;;;6060.2;1636.6;535.0;9697.6;35.2;32.3;4907.2;;2920.4
02/01/2019;9;838.0;;;6060.2;1885.6;1135.0;9986.8;36.0;196.1;5109.9;;3519.3
02/01/2019;10;917.0;;;6060.2;2802.6;1245.0;10033.2;73.3;831.4;5145.9;;3519.0
02/01/2019;11;1037.0;;;6060.2;2893.0;1635.0;9759.2;166.1;1764.3;5240.2;;3400.0
02/01/2019;12;1145.0;;;6060.2;2814.7;1715.0;9352.9;591.0;2417.1;5322.3;;3350.6
02/01/2019;13;1275.0;;;6060.2;2783.0;1475.0;8923.6;940.9;2743.0;5332.5;;3250.4
02/01/2019;14;1275.0;;;6060.2;2732.3;1655.0;8602.5;1010.9;2837.3;5351.7;;3400.0
02/01/2019;15;1275.0;;;6060.2;2622.5;1475.0;8335.1;1037.1;2694.5;5366.7;;3400.0
02/01/2019;16;1275.0;;;6076.4;2601.1;1460.0;8079.0;1250.3;2267.2;5353.0;;3400.0
02/01/2019;17;1275.0;;;6119.2;2547.7;1475.0;7983.6;1399.0;1411.0;5364.2;;3201.9
02/01/2019;18;1275.0;;;6126.2;3610.6;1735.0;8064.1;957.0;527.0;5402.1;;1725.7
02/01/2019;19;1275.0;;;6126.2;5560.9;1735.0;8227.3;214.4;173.7;5436.1;;2195.9
02/01/2019;20;1275.0;;;6129.4;5640.3;1735.0;8239.4;82.5;162.1;5439.7;;2986.9
02/01/2019;21;1275.0;;;6133.2;4618.2;1735.0;8144.2;67.5;82.7;5426.0;;4927.5
02/01/2019;22;1275.0;;;6133.2;4257.7;1835.0;8034.4;71.0;82.7;5429.1;;5311.3
02/01/2019;23;1275.0;;;6137.6;3405.1;1835.0;7824.1;72.0;82.8;5406.4;;4855.9
02/01/2019;24;1245.0;;;6186.2;2546.0;1722.5;7613.1;76.0;82.9;5352.7;;3255.5
09/01/2019;1;2527.2;;;7097.2;786.6;906.0;10504.9;42.0;7.1;5080.6;;2300.0
09/01/2019;2;2190.0;;;7098.1;868.9;565.0;10330.0;66.0;7.1;5045.5;;2050.0
09/01/2019;3;1933.0;;;7097.2;857.5;554.0;10150.0;90.0;7.1;5031.5;;2050.0
09/01/2019;4;1603.0;;;7098.1;891.2;404.0;9971.9;66.0;7.1;5039.2;;2050.0
09/01/2019;5;1580.0;;;7098.1;874.3;404.0;9931.5;98.0;7.1;5047.5;;2050.0
09/01/2019;6;1580.0;;;7098.1;873.8;404.0;9895.1;90.0;7.1;5046.1;;2050.0
09/01/2019;7;1610.0;;;7098.1;1102.5;839.0;10005.9;71.2;14.1;5142.9;;2050.0
09/01/2019;8;2296.0;;;7098.1;2170.3;1758.2;10668.4;82.0;16.7;5372.8;;1703.2
09/01/2019;9;2357.6;;;7098.1;3029.4;2284.0;10699.3;91.0;171.8;5516.2;;1895.4
09/01/2019;10;2380.6;;;7098.1;3515.1;2234.0;10565.8;96.9;802.2;5522.2;;1960.3
09/01/2019;11;2380.6;;;7098.1;3273.3;2234.0;10650.6;199.8;1666.2;5511.8;;1917.2
09/01/2019;12;2380.6;;;7098.1;2714.9;2234.0;10605.1;609.9;2297.7;5583.9;;1507.1
09/01/2019;13;2368.4;;;7096.2;2277.4;2234.0;10840.6;1063.2;2617.4;5536.5;;1539.2
09/01/2019;14;2349.0;;;7098.1;2019.9;2114.0;11017.0;1105.7;2724.0;5548.6;;1865.0
09/01/2019;15;2288.0;;;7097.2;1466.5;1970.5;11523.2;1163.8;2586.5;5551.1;;1292.0
09/01/2019;16;2137.6;;;7096.2;1400.7;1823.5;11991.3;1351.5;2201.8;5551.1;;827.0
09/01/2019;17;2288.0;;;7096.2;1381.9;1970.5;12445.9;1407.6;1430.5;5548.3;;37.2
09/01/2019;18;2380.6;;;7096.2;2437.6;2304.0;12748.0;1030.2;494.9;5606.3;;0.0
09/01/2019;19;2380.6;;;7097.2;4159.7;2234.0;13009.4;369.0;101.9;5630.4;;0.0
09/01/2019;20;2380.6;;;7098.1;4678.0;2234.0;13236.4;149.6;78.8;5639.8;;0.0
09/01/2019;21;2368.4;;;7097.2;3015.2;2234.0;13207.2;131.9;46.2;5638.6;;2510.6
09/01/2019;22;2361.2;;;7098.1;2289.9;1921.1;13346.6;147.9;14.3;5609.7;;3200.0
09/01/2019;23;2312.4;;;7097.2;1455.3;1364.0;13248.2;147.9;14.3;5483.1;;2457.4
09/01/2019;24;2173.0;;;7097.2;1134.7;984.0;12861.3;102.0;14.3;5415.7;;1203.9
12/01/2019;1;3582.0;;;7100.1;1396.4;868.0;8126.9;29.8;7.1;5122.3;;2447.4
12/01/2019;2;2965.8;;;7100.1;863.5;741.0;7821.4;12.8;7.1;5005.9;;2300.0
12/01/2019;3;2803.0;;;7100.1;888.7;689.0;7591.9;6.4;7.1;4963.5;;2150.0
12/01/2019;4;2488.0;;;7100.1;928.4;389.0;7458.1;6.4;7.1;4953.7;;2150.0
12/01/2019;5;2488.0;;;7100.1;861.7;389.0;7224.4;6.4;7.1;4940.1;5.0;2145.0
12/01/2019;6;2488.0;;;7099.1;934.0;389.0;7122.2;6.4;7.1;4934.6;5.0;2145.0
12/01/2019;7;2543.4;;;7100.1;987.3;389.0;6984.6;3.9;14.1;4905.3;;2150.0
12/01/2019;8;2746.0;;;7100.1;992.2;604.0;6899.4;3.9;16.7;4949.2;;2937.5
12/01/2019;9;2810.0;;;7101.1;1205.9;982.0;7043.8;6.4;136.1;4993.6;;3825.4
12/01/2019;10;3395.0;;;7099.1;2060.5;1424.0;6863.5;21.0;849.8;5007.3;;4053.7
12/01/2019;11;3395.0;;;7100.1;2685.7;1924.0;6760.0;123.4;1726.9;5000.0;;4043.4
12/01/2019;12;3395.0;;;7101.1;2127.1;1924.0;6771.5;639.1;2366.7;5058.1;;3529.8
12/01/2019;13;3090.0;;;7102.0;1982.9;1924.0;6956.7;1007.4;2662.0;4977.8;;2750.0
12/01/2019;14;3395.0;;;7102.0;1542.5;1924.0;7319.3;1043.9;2713.5;4976.3;;2750.0
12/01/2019;15;3090.0;;;7101.1;1531.6;1853.4;7607.5;1091.3;2586.7;4979.9;;2750.0
12/01/2019;16;3085.6;;;7102.0;1102.6;1597.0;7617.5;1268.5;2203.4;4962.7;;2750.0
12/01/2019;17;3026.0;;;7102.0;1269.6;1503.6;7664.9;1415.3;1451.5;4967.4;;2750.0
12/01/2019;18;3078.0;;;7101.1;1712.5;1597.0;7646.3;1026.9;480.6;5027.3;;2750.0
12/01/2019;19;3395.0;;;7102.0;3452.8;1924.0;7980.2;277.7;81.2;5089.7;;2750.0
12/01/2019;20;3395.0;;;7102.0;4170.9;1924.0;8154.9;40.9;48.1;5104.3;;2750.0
12/01/2019;21;3395.0;;;7102.0;4119.6;1924.0;8412.7;18.9;46.2;5111.3;;2750.0
12/01/2019;22;3395.0;;;7101.1;3832.7;1924.0;8574.5;23.9;46.3;5076.6;;2750.0
12/01/2019;23;3395.0;;;7102.0;3139.9;1924.0;8653.8;27.9;78.1;5040.4;;2750.0
12/01/2019;24;3395.0;;;7100.1;1970.4;1664.0;8555.0;27.9;46.3;5016.6;;2300.0
08/01/2019;1;3891.0;;;7100.5;870.4;743.0;7405.7;34.0;7.1;5033.3;;2300.0
08/01/2019;2;2972.5;;;7100.5;810.8;741.0;7373.3;42.0;7.1;5015.6;;2050.0
08/01/2019;3;2228.0;;;7100.5;849.8;689.0;7376.3;25.0;7.1;4992.2;;2050.0
08/01/2019;4;2048.0;;;7100.5;874.9;389.0;7625.0;26.0;7.1;4988.2;;2050.0
08/01/2019;5;2078.0;;;7100.5;869.8;389.0;7757.4;18.0;7.1;4980.7;;2050.0
08/01/2019;6;2128.0;;;7100.5;869.5;389.0;7855.6;18.0;7.1;4983.0;;2050.0
08/01/2019;7;3009.6;;;7100.5;884.2;794.0;7887.2;8.0;29.7;5031.9;;2050.0
08/01/2019;8;4459.3;;;7100.5;1794.4;2034.0;8095.3;34.0;32.3;5141.5;;2144.2
08/01/2019;9;4732.1;;;7100.5;2895.3;2977.0;7952.8;34.0;136.5;5260.9;;2337.0
08/01/2019;10;4777.1;;;7100.5;3735.1;3159.6;7983.7;54.9;769.5;5293.7;;1438.1
08/01/2019;11;4800.1;;;7100.5;4227.0;3159.6;7863.4;139.1;1714.8;5287.4;;746.2
08/01/2019;12;4800.1;;;7100.5;3521.9;3159.6;7700.3;601.3;2389.6;5304.3;;751.1
08/01/2019;13;4800.1;;;7099.6;2592.0;3159.6;7519.8;1024.6;2703.4;5258.8;;1418.4
08/01/2019;14;4800.1;;;7100.5;2437.1;3159.6;7414.8;1066.9;2848.6;5265.9;;1557.0
08/01/2019;15;4761.4;;;7100.5;1742.1;2899.6;7293.8;1143.5;2684.1;5247.7;;2769.4
08/01/2019;16;4688.3;;;7098.6;1336.5;2874.6;7416.5;1330.0;2279.0;5239.7;;2915.4
08/01/2019;17;4298.6;;;7099.6;1351.4;2707.1;7904.0;1436.7;1465.3;5243.6;;3198.2
08/01/2019;18;4800.1;;;7098.6;2574.2;3080.2;8490.9;991.0;464.3;5283.3;;921.5
08/01/2019;19;5105.1;;;7100.5;4629.8;3159.6;9256.6;277.7;113.8;5344.1;;310.9
08/01/2019;20;5105.1;;;7100.5;4867.4;3159.6;9790.1;107.0;126.2;5362.0;;284.5
08/01/2019;21;4800.1;;;7100.5;3692.0;3159.6;10007.9;70.0;61.8;5350.4;;2024.1
08/01/2019;22;4800.1;;;7100.5;2621.5;3055.2;10128.3;78.0;14.3;5323.0;;3200.0
08/01/2019;23;4724.8;;;7100.5;1470.3;1941.5;10136.8;78.0;14.3;5296.9;;3200.0
08/01/2019;24;4132.1;;;7099.6;1178.1;739.0;10164.9;78.0;14.3;5242.2;;2300.0
10/01/2019;1;3789.6;;;7098.2;823.2;416.0;12183.4;30.0;7.1;5167.5;;0.0
10/01/2019;2;2910.0;;;7098.2;894.7;315.0;11860.2;16.0;7.1;5075.1;;338.7
10/01/2019;3;2883.0;;;7097.2;862.4;356.0;11788.8;25.0;7.1;5076.5;;0.0
10/01/2019;4;2670.0;;;7097.2;905.7;171.0;11632.5;25.0;7.1;5050.8;;0.0
10/01/2019;5;2670.0;;;7098.2;907.8;181.0;11626.5;25.0;7.1;5036.0;;0.0
10/01/2019;6;2683.0;;;7096.2;903.6;252.0;11479.0;16.0;7.1;5020.3;;0.0
10/01/2019;7;3167.4;;;7097.2;979.4;720.0;11448.6;25.0;14.1;5070.0;;1016.8
10/01/2019;8;4175.0;;;7097.2;1954.0;1704.0;11596.0;40.0;16.7;5262.7;;2053.3
10/01/2019;9;4212.0;;;7098.2;2778.1;2907.0;11432.6;40.0;137.8;5371.8;;2484.7
10/01/2019;10;4235.0;;;7097.2;3225.9;3089.6;11370.8;61.6;779.0;5412.7;;2173.9
10/01/2019;11;4235.0;;;7097.2;3102.0;3089.6;11407.0;243.4;1733.2;5375.6;;1798.5
10/01/2019;12;4235.0;;;7098.2;2453.7;3089.6;11398.9;802.4;2414.2;5431.7;;1351.4
10/01/2019;13;4235.0;;;7099.1;2073.2;3089.6;11428.4;1091.7;2737.4;5407.0;;966.2
10/01/2019;14;4235.0;;;7099.1;1937.5;3039.6;11409.5;1063.9;2851.5;5410.9;;880.5
10/01/2019;15;4219.0;;;7098.2;1713.6;2899.6;11344.1;1092.9;2733.1;5409.7;;467.3
10/01/2019;16;4142.8;;;7098.3;1322.5;2949.6;11199.0;1271.9;2347.2;5411.6;;457.2
10/01/2019;17;4227.8;;;7098.3;1743.0;2899.6;10999.1;1397.3;1551.8;5402.9;;464.8
10/01/2019;18;4235.0;;;7099.1;2514.1;3094.6;10874.8;991.8;506.2;5421.4;;1032.3
10/01/2019;19;4235.0;;;7099.1;4438.3;3094.6;11024.1;280.0;75.2;5584.2;;1436.1
10/01/2019;20;4540.0;;;7099.1;4781.6;3144.6;11107.6;63.0;48.0;5597.6;;1712.1
10/01/2019;21;4540.0;;;7099.1;4654.3;3146.7;11018.0;46.0;77.9;5605.1;;1997.0
10/01/2019;22;4235.0;;;7099.1;2795.7;3094.6;11089.5;46.0;14.3;5463.6;;2006.9
10/01/2019;23;4235.0;;;7099.1;1955.7;2724.0;10819.3;46.0;14.3;5415.0;;1867.7
10/01/2019;24;4130.6;;;7098.2;1194.7;1474.0;10988.7;61.0;14.3;5380.4;;623.1
11/01/2019;1;4269.6;;;7099.1;825.3;816.0;10118.8;14.0;7.1;5112.6;;877.9
11/01/2019;2;3497.0;;;7098.2;901.9;791.0;9880.7;16.0;7.1;5067.0;;861.7
11/01/2019;3;3093.0;;;7099.1;901.0;741.0;9684.3;14.0;7.1;5049.0;;179.8
11/01/2019;4;3070.0;;;7099.1;938.7;756.0;9548.7;12.0;7.1;5043.1;;0.0
11/01/2019;5;3007.0;;;7099.1;946.4;766.0;9414.3;12.0;7.1;5029.8;;0.0
11/01/2019;6;3070.0;;;7098.2;937.4;802.0;9319.9;10.0;7.1;5041.4;;423.0
11/01/2019;7;3805.5;;;7099.1;960.5;1339.0;9397.4;14.0;14.1;5067.5;;1826.3
11/01/2019;8;4482.0;;;7099.1;2966.8;2860.0;9647.8;16.0;16.7;5261.7;;2601.9
11/01/2019;9;4512.0;;;7099.1;3721.8;4163.0;9543.5;16.0;150.6;5388.1;;2892.0
11/01/2019;10;4840.0;;;7099.1;3829.7;4525.0;9386.7;37.4;859.7;5380.9;;2717.1
11/01/2019;11;4535.0;;;7099.1;4072.9;4525.0;9212.3;138.8;1878.1;5381.6;;2178.8
11/01/2019;12;4535.0;;;7099.1;3230.9;4475.0;9109.8;650.8;2556.0;5418.2;;1676.2
11/01/2019;13;4535.0;;;7094.6;2796.0;4475.0;8931.1;1040.6;2851.8;5394.9;;1168.5
11/01/2019;14;4535.0;;;7086.6;2402.1;4475.0;8773.6;1064.9;2906.5;5395.2;;917.3
